pid,asr_text,asr_language,asr_char_count
POST00001225,If you're having a hard time keeping your eggs clean or you just like don't know how to clean them You're gonna want to save and watch this video and want to show you how I clean my eggs I've tried many at home methods and you seriously just need to get the egg cleaning kit from Amazon I think it's like $35 you can get it from Amazon or you can get it from the ug store It's faster if you get it from the Amazon and it comes with everything that you could need I know it's annoying because everybody wants to like use their at home stuff But seriously like I tried to use just like regular soap and water to try to get this stuff out And it actually smeared the stain a little bit So getting the ug cleaning kit is very very important because it's made to keep,en,762
POST00003970,"So I have a bit of a dilemma here. I ordered these two pairs of uggs with the intent on keeping one and returning one. However, naturally when I tried them both on, I liked them both and now I can't decide which ones to keep and which ones to return. So I need your guys's help. These are the classic ultra mini ugg. I feel like these are super practical. I'll get a lot of use out of them. They will transition well from fall to winter and I just feel like you can't go wrong with these. However, and there's these. These are the TAS slippers. I wanted them last fall but they were all sold out. So this year I'm H.",en,616
POST00001443,마무리Off,ko,6
POST00003851,"You better get off that wall, get down on it, the gap right here, you can't sit down on it, like a lollipop, like down on it, on the beat, I'ma spit right on it",en,160
POST00003913,vezes ча,en,8
POST00002914,Je t'aime rétout sans aller Parfois qui m'ont mis Je t'aime récentes à réhors Donc j'aimerais dans le vie Je n'avais plus à s'en moi Je n'avais plus à s'en toi Pourquoi je n'étais pas Pourquoi on signore C'est toi qui n'aime pas Je suis au lit tout J'adore ces gourmets quand ils l'entraient Si on arrive au bout Je n'en ai pas trop de ce que tu n'as Je n'ai pas eu de ce que tu n'as,fr,383
POST00001397,"What girl, let's go Walk your broken heart through that dough Sit yo sexy ass on a couch White dead lips, they call for your mouth I take it slow She in love with my crew She said make it now so I can try So I'm about taking drugs She's saying you feel",en,252
POST00003500,G Shit lottery,en,14
POST00000862,ids ey,en,6
POST00000751,Something strange in the neighborhood Who you gonna call? Don't look at me! If it's something weird And it don't look good Who you gonna call? Don't look at me! I ain't afraid of no way! I ain't afraid of no way!,en,212
POST00002988,"All I am is a man, I wander world in my hands, I hate the beach, but I stand in California with my toes in the sand, you just see the mouswetter, that's having an adventure Head in the clouds above my gravity center, touch my neck and I'll touch yours",en,251
POST00001203,"La la ame is a man I want the world in my hands I hate the beach but I stand in California with my toes in the sand, use a sleaze on my sweater that's having adventure head in the clouds above my gravity center touch my neck and I'll touch yours and you",en,253
POST00003289,she,en,3
POST00003954,"You know what? At least the weather's turned. Oh, sweater weather. Sweater weather. Finally, sweater weather. Sweater weather. About time. It's about time. Sweater weather. Finally, sweater weather. Sweater weather. Sweater weather.",en,232
POST00003620,Music,en,5
POST00002757,dough,en,5
POST00000728,"He's hard to do, everyone needs to be hard to do If I let him go, I'm happy I'm happy I'm happy to hear Coming down, I'm mad to now, I'm mad to now No shame, no doubt, just I keep on out I'm mad to know you're not alone, no, no It is too old",en,241
POST00003849,thats best .....,en,16
POST00002746,and,en,3
POST00003337,,ko,0
POST00003203,"It's that time of year again. It's prime day season. So I'm here to tell you what nail products you need to get. This extension kit right here is how I started doing my own nails at home. It includes the full cover nail tips, the gel to add here the nails and a flash cure lamp. Next is the 6-piece gel polish kit. If you're starting your nail journey, you need this because it has a good variety of base colors and you can mix and match them for a custom base color. Now this next product is something I wish I had when I started my nail journey.",en,547
POST00003248,"Si quieres cambiar tu teléfono por un o más reciente, te voy a contar de los teléfonos reacondicionados en Amazon. Son teléfonos en mi nuevos que son inspeccionados, probados y limpiados profesionalmente. Te garantizan que el aparato esté en condición excelente y tienen descuentos de hasta el 50% de lo que te costaría a uno nuevo. La batería me llegó con capacidad del 100%. Si el teléfono no te convence, tienes tres meses para cambiarlo o devolverlo sin costo y algunos tienen garantía de hasta un año. Incluye la lista de los aspectos que se revisaron firmados por un técnico certificado.",es,593
POST00003242,"I have been eyeballing that rising coffee table for so long and I decided prime day was perfectly to get it. It was a little bit different than the one she had, but I love how the whole table flips up. Some of the other ones I've seen, like part of it stays down and then half of it will flip up or three quarters of it. This is currently $40 off I believe. Originally 120 I got it for like 80 plus tax. I'm not really in the middle of a series fixing up my boyfriend's house.",en,476
POST00003185,All the dadurch Oh,en,18
POST00002995,"Don't you purchase the things in your Amazon cart right now? Hold on, Amazon just released the Amazon Prime dates. It will be July 11th through the 12th, as predicted in the last video that I did. They wanna hold the stuff in your cart before you purchase it just to like see if you can get a discount. We know, Amazon usually have their brand products on sale during this time, as well as like, you know, your small kitchen appliances and some electronics like a TV. Now we also know this means, Walmart deal days will be happy.",en,529
POST00000628,"Falling crisis two dollars. It's $2 again. I'm not about my mom with me today But she's the one that got me doing this so it's her fault Let's see what we can find today. I don't even need anything I see here I got a car cuz I got here so early There's Esther too All right, let's see",en,284
POST00003055,I don't run for a lot of deals but for this one I had to. I had a post pop up in my feed from Orlando Coupon Queen. She posted that tide pods had hit clearance at Walmart. So I ran my ass to Walmart. They were marked on the shelf. They were sitting there priced at 324 down from 1297. Now although these were tagged at my store they might not be at yours so make sure to scan with the Walmart app to confirm the price. Here's the barcode if you want to check Brickseek for your local inventory. And don't be scared to ask the employees what they have in the bag because there was only 3 on the shelf and,en,603
