pid,ocr_text,ocr_raw_text_count
POST00000602,POV: your bestfriend/ | roommate is mentally ill so | you gotta make sure it's just | self care and not something | to be concerned about | POV: your bestfriend/ | roommate is mentally ill so | you gotta make sure it's just | self care and not something | to be concerned about | POV: your bestfriend/ | roommate is mentally ill so | you gotta make sure it's just | self care and not something | to be concerned about | POV: your bestfriend/ | roommate is mentally ill so | you gotta make sure it's just | self care and not something | tobe concerned about,556
POST00000512,,0
POST00000509,washing my dirty ass | 5dayhair | washingmy dirty as$ | 5 day hair | washing my dirty as$ | 5dayhair | washing my dirty ass | 5 day hair | EHT,142
POST00000600,POV: ur that girl that | LOVESself care | POV: ur that girl that | LOVESselfcare | POV: ur that girl that | LOVES self care | POV: ur that girl that | LOVESselfcare,164
POST00003969,Self-care | Weekly Reset | shmb oh-1,36
POST00002381,"WELLNESS TIPS+ | lowenergy=gofora | walk,iron | anxiousmeditate, | clean space,vitaminD | stress=readabook | can'tsleep=magnesium | bloated = cucurmin, | ginger, lymphatic | drainage | burnoutErestand | changing space | WELLNESS TIPS+ | low energy  go for a | walkiron | anxiousmeditate | clean space, vitamin D | stress=readabook | can't sleep=magnesium | bloated=cucurmin, | ginger,lymphatic | drainage | burnout=rest and | changing space | WELLNESS TIPS+ | low energy = go for a | walk,iron | anxious =meditate | clean space, vitamin D | stress=read a book | can'tsleep=magnesium | bloated=cucurmin | ginger,lymphatic | drainage | burnout=rest and | changing space | WELLNESS TIPS+ | low energygo fora | walk,iron | anxious-meditate | clean space,vitaminD | stress=readabook | can't sleep =magnesiun | bloated=cucurmin | ginger, lymphatic | drainage | burnout =rest and | changing space",889
POST00000383,Lose belly fat and heal | your gut | Ginger | Aids in digestion | Helps with weight loss | Increases circulation | Relieve nausea& | menstrual pain,147
POST00003415,Dermatologists | forit | hateme | and | their villages | thanks to these | powerful | antioxidants,98
POST00003693,if you drink hot | water | hot water can | temporarily | increase your | metabolism | facilitating | digestion and | nutrientabsorption,135
POST00000081,Bad habits that make | you age faster! | Capsaicin does have | health benefits... | Butit can cause | breakouts and clogged | pores,131
POST00003164,5 GUT HEALTH TIPS | hereare5things | Fromsomeonewhoenslaved | themselvesto6years of | educationtogetmymasters | ofscienceinnutritional | biochemistrysoyou don't | haveto. | fiber | distress | consistent,202
POST00003870,you'll feel full | CHGG26 | W9C9LOUI8 | you'll feel happy | ymss | CH6626,73
POST00000105,"the herbal shot | I take every day | Nalure'sA | andelion | Root | known for its anti - aging | properties | reduces mental fatigue | reducesanxiety | Gotu Kol | NATURESANSWER | Centellaasiatica L | Extract | 2,000mg | Gluten-Free | Low Alcohol | er | PUSH | Repla",264
POST00003006,"Wellness habitsIwill | NEVER give up | Savethispost | le | Adding electrolytes | minerals to my water. | Hydration is a non | negotiable | Magnesium before bed. | Bestsleepofmylife | 1 collagen bar daily. | Keeps my skin and hair | on pointand my bones | healthy | Tongue scraping | No screens one hour | before bed, Better sleep? | more creativity, etc | Follow to start | your wellness | Journey | WellnesshabitsIwill | NEVER give up | Savethispost | Adding electrolytesl | minerals to my water. | Hydration is a non | negotiable | Magnesium before bed, | Best sleep of my life | 1 collagen bar daily. | Keeps myskin and hair | on pointand my bones | healthy | Tongue scraping | No screens one hour | before bed, Better sleep, | more creativity, etc | Followtostart | your wellness | Journey | Wellness habitsI will | NEVER give Up | Savethispost | Addingelectrolytes/ | minerals to my water. | Hydration is a non | negotiable | Magnesium before bed. | Bestsleepofmy life | 1 collagen bar daily | Keeps my skin and hair | on pointand my bones | healthy | Tongue scraping | No screens one hour | before bed, Better sleep, | more creativity, etc | Followtostart | your wellness | Journey | Wellness habitsI will | NEVER give Up | Savethispost | le | Adding electrolytesl | minerals to my water. | Hydration is a non | negotiable | Magnesium before bed. | Bestsleepofmylife | 1 collagen bar daily. | Keeps my skin and hair | on point and my bones | healthy | Tongue scraping | No screensonehour | before bed, Better sleep. | more creativity, etc | Follow to start | your wellness | Journey",1588
POST00002236,Day 2/30 | Life changing | Wellnesshabits | The hydration | formula | why is it 8 cups a dayfor | somebody that weighs120 | or220 | howmuchwateryour | favorite water bottle halds,178
POST00002818,"Girls that understand | peppermint tea at night, | matcha in the morning, | 1/2 gallon of water a day. | sleeping in a deep | cleaned bedroom, | reading one book a | week, one collagen bar | daily, journaling instead | of complaining | Follow to start your | wellness journey | Girls that understand | peppermint tea at night, | matcha in the morning, | 1/2 gallon of water a day. | sleeping in a deep | cleaned bedroom, | reading one book a | week, one collagen bar | daily, journaling instead | of complaining | Follow to start your | wellness journey | Girls that understand | peppermint tea at night, | matcha in the morning, | 1/2 gallon of water a day. | sleeping in a deep | cleaned bedroom, | reading one book a | week, one collagen bar | daily, journaling instead | of complaining | Follow to start your | wellness journey | Girls that understand | peppermint tea at night, | matcha in the morning, | 1/2 gallon of water a day. | sleeping in a deep | cleaned bedroom, | reading one book a | week, one collagen bar | daily, journaling instead | of complaining | Follow to start your | wellness journey",1109
POST00002808,Shoulder | pain | Improve shoulder pain and other problems | A healthy body is great wealth,91
POST00002930,"BEVCE | the one product that | ACTUALLY | ""debloats"" you | bEVCE | FOODBABY | 6ingredients | and nothing else | Bromelain | Lemon Balm | speeds food breakdown | [""Bloot9 | prevents gas | Ginger Root | SlipperyElm | stimulates digestion | protects digestive organs | Peppermint | .Arrae | Dandelion Root | prevents gas | for liver health | ganic gluten freeandvegan | Matzi2",373
POST00000196,UNS. | NUFTHINS NUTTHINS | PONERFUL& | UNLOUEFOODS | RYVITC | 100%TART | MONTMORENCY | CHERRY | CONCENTRATE | CONCENTRE DE JUS | 473ml | ELEBRATION | Herbals | Caffeine | tely | Herbal | Free | Tea | Dandelion | RootRoasted | Racine de | pissenlit | torrefiee | KSB | 24Tea Bags | USDA | 24sachets | ORCANUC | NetWt.21g/0.74oz | Simply | ceylon cinnamon | cannelle de ceylan | 59g(2.080Z),388
POST00001520,Top 24Fav Wellness | Products | 5.Period Underwear | Thongs (light flow) | 15.ROSEMARY TEA | HAIRSPRAY | Personnelle | EPSOMSALTS | D'EPSOM | 24.Espom Salt Baths | Personine | ARFUM | EPS | SEL | kg,198
POST00000641,I went skating for the | first time in years!!! This | time over 50lbs heavier. | 皖10UMBB | AHAL | EASTWESTBANK,111
POST00000532,my parents are fixing a heart | they didn't break | my parents are fixing a heart | they didn't break | my parents are fixing a heart | they didn't break | my parents are fixing a heart | theydidn'tbreak,203
POST00000607,I stopped taking things | so personally when | and ability to regulate | their own emotions.,92
POST00000564,"Reply to choco_starfish74's | comment | thosneedstobea | sound | This might make you cry, | but you need to hear it. | TikTo | StefanieBriar | Darling, rest your heavy head. | I know you know too much: | and just how crushing the weight | There is no sleep, no peace, | just the constant anxiety | that comes with surviving. | Youfeel alone, | broken just below the anger | that you try to never show | so that it doesn't melt into tears. | Your head fills your heart with lies, | and you try with all your might | tohold yourself together | because no one is holding you. | Still, you gather the pieces | and fit them together | to face another day despite your pain. | It's getting harder lately,you say, | and I know I can't take it all away, | but I can tell you | that you are beautiful and brave, | you are stronger than many twice your age, | TikTok | and you're going to be okay. | :@stefaniebriarpoetry | Stefanie Briar | Darling, rest your heavy head. | I knowyouknowtoo much: | There is no sleep, no peace, | just the constant anxiety | that comes with surviving. | You feel alone, | broken just below the anger | thatyoutryto never show | so that it doesn't melt into tears. | Your head fills your heart with lies, | and you try with all your might | to hold yourselftogether | because no one is holding you. | Still, you gather the pieces | and fit them together | to face another day despite your pain. | It's getting harder lately, you say, | and I know I can't take it all away, | but I can tell you | that you are beautiful and brave, | you are stronger than many twice your age, | and you're going to be okay. | TikTok | @stefaniebriarpoetry | StefanieBriar | Darling, rest your heavy head. | I know you know too much: | and just how crushing the weight | There is no sleep, no peace, | justtheconstant anxiety | that comes with surviving. | Youfeel alone, | broken just below the anger | that you try to never show | so that it doesn't melt into tears. | Your head fills your heart with lies, | and you try with all your might | to hold yourself together | because no one is holding you. | Still, you gather the pieces | and fit them together | to face another day despite your pain. | It's getting harder lately, you say, | and I know I can't take it all away, | but I can tell you | that you are beautiful and brave, | you are stronger than many twice your age, | and you're going to be okay. | 25",2418
POST00000513,"when you realize | that assuming somebody | is going to abandon | you because they | haven't texted back, | whether you just started | talking or have been for | awhile, is because as a | child nobody ever felt | like a safe place for you, | constantly being abandoned | & so you need validation | to know they're not gonna | walk away | when you realize | that assuming somebody | is going to abandon | you because they | haven't texted back, | whether you just started | talking or have been for | awhile,is because as a | child nobody ever felt | like a safe place for you, | constantly being abandoned | & so you need validation | toknow they're not gonna | walk away | when you realize | that assuming somebody | is going to abandon | you because they | haven't texted back, | whether you just started | talking or have been for | awhile, is because as a | child nobody ever felt | like a safe place for you, | constantlybeing abandoned | & so you need validation | to know they're not gonna | walkaway | when you realize | that assuming somebody | is going to abandon | you because they | haven't texted back, | whether you just started | talking or have been for | awhile, is because as a | child nobody ever felt | like a safe place for you, | constantly being abandoned | & so you need validation | to know they're not gonna | walk away",1345
POST00000652,Some days I struggle. | Some days I am holding | on to all of the pieces just | so I can feel whole. | I remind myself: | that I've made it | through everything | that was meant to break me,189
POST00000577,"HeyBestie | This isyour sign to stop | stressing over whatever | it's that's bothering you. | Whatisforyou,isfor you | No matter howthings | look right now. | Alwaysremainpositive | and in thestate of flow | and acceptance. | Believe in yourself | Even when no one else | isaop | HeyBestie | Thisisyour signto stop | stressing overwhatever | it's that's bothering you. | What is foryou, isfor you | No matterhow things | look right now. | Alwaysremainpositive | and in.the state of flow | and acceptance. | Believe in yourself | Evenwhen no one else | isaop | HeyBestie | Thisisyour signto stop | stressing over whatever | it's that's bothering you. | What is for you, is for you | Nomatter how things | look right now. | Always.remainpositive | and in the state of flow | and acceptance. | Believe in yourself | Even when no one else | does! | HeyBestie | This isyour sign to stop | stressing over whatever | it's that's bothering you. | What.is for you,is foryou | Nomatter how things | lookright now | A/ways.rethainpositive | and in the state of flow | and acceptance. | Believe in yourself | Even when no one else | does!",1126
POST00000563,"“APOLOGIZE FOR | MAKING YOUR | FATHER MAD"" | *make my life easier* | We all walk | on eggshells | PENGUINS | PUDGY",114
POST00000590,"@wordsofajay | Hey. | @wordsofajay | @wordsofajay | So just take this moment | and reflect | at how much progress it is | that you've actually made | @wordsofajay | You spend too much | time worrying about | where you're going, | you'llforget to enjoy | where you re at.",270
POST00000601,Narcissistic | Mother | whenever you are sad or upset | helped me develop very low sense | of self worth,104
POST00000642,Things i wish i | knew when i started | my fitness journey | Things i wish i | knew when i started | my fitness journey | food is legit fuel | starvation does not | equal weight loss | WHAT you eat is just | as important as | HOw MUCH you eat | your body/metabolism | adapts to your | eating + exercise habits | better than you realize | food is legit fuel | starvation does not | equal weight loss | WHAT you eat is just | asimportant as | HOW MUCH you eat | your body/metabolism | adaptstoyour | eating +exercise habits | better than you realize,547
POST00000622,It's your sign to | REMEMBER | VBFVKE | TAAOITA,47
POST00003942,,0
POST00001862,"PoV:you finally let yourself | feel it to heal it,You are | held inaspacewhere you | can release the pain, the | hurt,theshameorguiltand | getto moveon withyour | life,feelingfree,hopeul | and proud of your journey | POV:you finally let yourself | feel it to heal it. You are | held ina space where you | can release the pain, the | hurt,the shame or guilt and | getto move on with your | life,feeling free,hopeful | and proud of your journey | POV:you finally let yourself | feel it to heal it. You are | held in a space where you | can releasethe pain,the | hurt,theshameorguiltand | getto moveon withyour | life,feeling free, hopeful | and proud of your journey | POV: you finally let yourself | feel it to heal it. You are | held in a space where you | can release the pain, the | hurt, the shame or guilt and | get to move on with your | life,feelingfree,hopeul | and proud of your journey",894
POST00002953,"No one really talks about | this, but after you start | healing past traumas & | come out of fight or flight | mode, your body will need | a lot of rest. | Your body starts to finally | feel safe in the peace & | quiet. | You aren't lazy. Your body | is just trying to catch up | on the calm it hasn't had | for so many years. | No one really talks about | this, but after you start | healing past traumas & | come out of fight or flight | mode, your body will need | a lot of rest. | Your body starts to finally | feel safe in the peace & | quiet. | You aren't lazy. Your body | is just trying to catch up | on the calm it hasn't had | for so many years. | No one really talks about | this, but after you start | healing past traumas & | come out of fight or flight | mode, your body will need | a lot of rest. | Your body starts to finally | feel safe in the peace & | quiet. | You aren't lazy, Your body | is just trying to catch up | on the calm it hasn't had | for so many years. | No one really talks about | this, but after you start | healing past traumas & | come out of fight or flight | mode, your body will need | a lot of rest. | Your body starts to finally | feel safe in the peace & | quiet. | You aren't lazy. Your body | is just trying to catch up | on the calm it hasn't had | for so many years.",1313
